popularity,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
65,183013,0.73,0.58,2,-5.813,1,0.0431,0.403,0.0,0.15,0.652,90.99
65,235393,0.507,0.455,8,-6.492,1,0.0279,0.356,0.0,0.0889,0.333,137.87
65,224867,0.588,0.684,1,-5.154,1,0.0288,0.508,0.0,0.141,0.121,85.997
65,235587,0.396,0.198,2,-9.096,1,0.031,0.912,0.0,0.0972,0.19,138.624
65,262000,0.547,0.778,1,-4.529,1,0.0276,0.000111,0.0136,0.138,0.16,136.98
65,202907,0.602,0.752,7,-4.931,0,0.0361,0.0638,0.0,0.13,0.331,130.037
65,242564,0.467,0.157,11,-9.649,1,0.0336,0.974,1.46e-06,0.0816,0.277,108.13
65,195000,0.644,0.863,5,-5.404,1,0.318,0.109,0.0,0.109,0.642,129.275
65,210133,0.488,0.624,9,-8.357,1,0.0329,0.0263,0.00223,0.122,0.308,116.723
65,219027,0.456,0.69,0,-8.092,1,0.0448,0.0215,0.0,0.0992,0.512,77.66
65,372173,0.489,0.878,2,-3.36,1,0.368,0.351,0.0,0.698,0.775,81.497
65,259144,0.645,0.658,1,-6.625,1,0.0532,0.623,2.02e-05,0.107,0.19,77.021
65,249933,0.694,0.351,9,-10.92,1,0.0382,0.813,0.00165,0.097,0.691,145.907
65,222041,0.67,0.838,0,-4.031,1,0.0362,0.0604,0.000611,0.159,0.717,104.998
65,228507,0.702,0.297,10,-14.116,0,0.0317,0.894,0.485,0.103,0.0676,110.116
65,181478,0.884,0.521,10,-10.216,1,0.348,0.165,0.0,0.0756,0.425,134.051
65,303434,0.774,0.553,9,-6.815,1,0.0823,0.379,0.0,0.739,0.514,102.055
65,239465,0.648,0.736,8,-7.948,1,0.0385,0.0444,0.000137,0.171,0.378,103.027
65,229000,0.798,0.318,10,-6.849,0,0.0431,0.0437,0.0,0.158,0.425,92.49
65,174360,0.523,0.939,8,-3.311,1,0.0454,0.000754,0.0,0.0406,0.788,160.019
65,197920,0.591,0.899,0,-3.768,1,0.0536,0.00726,0.0,0.393,0.446,139.547
65,242507,0.51,0.802,5,-4.903,1,0.0561,0.0917,0.0136,0.109,0.24,185.927
65,205667,0.457,0.451,10,-6.997,1,0.029,0.517,0.0,0.0928,0.185,74.923
65,262000,0.839,0.84,11,-8.721,1,0.0474,0.389,0.0319,0.114,0.904,117.98
65,197000,0.717,0.732,0,-5.774,1,0.167,0.225,0.0,0.0574,0.598,82.045
65,222000,0.546,0.32,11,-6.903,1,0.0321,0.827,0.0,0.321,0.53,88.216
65,225221,0.723,0.906,1,-4.778,0,0.279,0.0907,0.0,0.0771,0.398,125.019
65,203293,0.536,0.722,4,-4.163,1,0.0284,0.312,0.0,0.117,0.499,143.78
65,253640,0.408,0.707,1,-5.4,1,0.0341,0.189,0.0,0.626,0.333,161.962
65,162983,0.802,0.728,8,-6.361,1,0.0402,0.166,0.000311,0.0733,0.54,120.96
65,158602,0.618,0.767,5,-5.024,1,0.0489,0.00552,0.0,0.147,0.239,124.071
65,266467,0.427,0.407,2,-9.665,1,0.0382,0.612,0.386,0.109,0.244,168.844
65,205816,0.532,0.566,6,-6.511,1,0.0467,0.706,0.0,0.161,0.576,79.927
65,278293,0.49,0.121,5,-18.532,1,0.029,0.872,0.0808,0.122,0.256,103.683
65,223562,0.68,0.346,7,-6.533,1,0.0302,0.231,0.0,0.26,0.224,95.952
65,214160,0.666,0.646,2,-7.722,1,0.0268,0.124,0.286,0.095,0.664,100.05
65,215180,0.498,0.502,2,-8.052,1,0.0371,0.891,0.000907,0.0716,0.286,81.169
65,183640,0.348,0.87,4,-5.86,1,0.137,0.171,4.4e-06,0.202,0.763,83.392
65,176893,0.651,0.782,8,-4.295,1,0.0718,0.295,0.0,0.107,0.945,171.987
65,221801,0.586,0.732,8,-6.171,1,0.0279,0.176,0.0,0.148,0.582,150.109
65,222787,0.739,0.619,10,-6.669,1,0.162,0.0572,0.0,0.105,0.58,112.961
65,173196,0.757,0.462,2,-9.926,1,0.0899,0.0287,0.00145,0.104,0.193,90.013
65,229720,0.63,0.86,0,-6.117,1,0.0327,0.00115,1.19e-06,0.231,0.911,95.978
65,216160,0.667,0.922,5,-4.645,1,0.0353,0.000354,0.0,0.0867,0.761,130.01
65,213933,0.691,0.864,5,-2.779,0,0.065,0.353,0.0,0.0483,0.555,82.977
65,197800,0.541,0.916,7,-5.964,0,0.0612,0.00326,2.04e-06,0.0967,0.627,156.015
65,230400,0.688,0.922,6,0.444,0,0.0362,0.263,0.0302,0.186,0.695,175.054
65,220096,0.462,0.272,5,-9.274,1,0.0456,0.846,0.0,0.138,0.262,86.816
65,181069,0.838,0.619,0,-6.906,0,0.0686,0.0133,7.54e-05,0.342,0.859,114.021
65,190653,0.793,0.498,8,-11.208,0,0.17,0.0974,1.26e-05,0.13,0.427,119.988
65,169500,0.769,0.323,3,-12.887,0,0.0524,0.678,0.0,0.116,0.574,94.977
65,230389,0.723,0.673,9,-7.636,0,0.137,0.0985,0.0,0.323,0.302,120.046
65,212468,0.541,0.653,5,-5.954,1,0.04,0.00531,0.0,0.126,0.264,123.854
65,215197,0.52,0.882,8,-4.813,1,0.0363,0.0257,0.000128,0.112,0.511,144.937
65,206507,0.484,0.938,2,-3.123,1,0.112,0.0706,0.0,0.236,0.444,165.049
65,228300,0.747,0.701,2,-4.902,1,0.0429,0.108,0.0,0.0712,0.589,100.012
65,191869,0.848,0.708,2,-6.336,1,0.0366,0.153,0.0,0.0948,0.926,137.973
65,201095,0.558,0.652,10,-5.92,0,0.293,0.0791,0.0,0.069,0.606,201.765
65,214987,0.537,0.647,2,-7.37,1,0.0519,0.168,0.0,0.108,0.531,79.77
65,233728,0.474,0.522,11,-7.513,1,0.0408,0.36,0.0,0.123,0.448,157.225
65,186240,0.786,0.643,8,-8.851,1,0.0877,0.0664,1.26e-06,0.0985,0.702,125.06
65,284131,0.519,0.145,3,-19.581,1,0.0392,0.987,0.0643,0.108,0.487,158.975
65,295093,0.287,0.43,5,-10.014,0,0.033,0.269,0.000579,0.32,0.109,93.984
65,189600,0.557,0.721,4,-5.134,0,0.0416,0.356,0.0,0.146,0.392,125.324
65,176027,0.559,0.466,5,-6.769,1,0.0362,0.315,0.0039,0.0933,0.623,117.21
65,195853,0.813,0.627,11,-5.018,0,0.0486,0.0771,0.000616,0.131,0.801,130.011
65,180231,0.786,0.712,3,-5.349,0,0.0678,0.0706,0.0,0.236,0.795,130.144
65,210093,0.561,0.87,8,-6.103,1,0.343,0.0015,2.82e-06,0.246,0.498,129.98
65,216773,0.59,0.355,9,-14.051,1,0.0352,0.48,0.0,0.0585,0.499,133.03
65,295600,0.379,0.69,4,-4.79,1,0.0549,0.0286,0.0,0.335,0.288,173.716
65,177480,0.469,0.786,5,-5.396,0,0.186,0.0126,3.76e-05,0.503,0.409,87.023
65,319228,0.362,0.421,7,-8.824,1,0.0437,0.39,0.0,0.0971,0.356,64.763
65,260852,0.56,0.315,10,-8.532,0,0.05,0.734,1.26e-06,0.105,0.138,78.06
65,182000,0.613,0.857,1,-5.492,0,0.0366,0.0012,0.0,0.358,0.664,124.987
65,231333,0.728,0.253,0,-8.427,1,0.0304,0.887,1.11e-05,0.133,0.457,140.923
65,211360,0.61,0.87,2,-4.012,0,0.0693,0.00299,0.0,0.064,0.523,125.014
65,216281,0.653,0.839,10,-5.077,1,0.0685,0.0369,0.0,0.068,0.669,149.034
65,142212,0.779,0.472,11,-7.116,1,0.218,0.0577,0.0,0.114,0.412,135.051
65,299133,0.803,0.722,2,-6.421,1,0.0377,0.0324,0.00264,0.0763,0.857,139.981
65,232328,0.444,0.126,9,-11.77,0,0.0344,0.959,0.0,0.0751,0.407,138.069
65,205500,0.868,0.635,10,-6.352,0,0.227,0.164,0.0,0.0898,0.621,90.019
65,230587,0.524,0.805,4,-4.08,0,0.065,0.062,0.0,0.209,0.354,152.044
65,270172,0.484,0.187,5,-14.076,1,0.0423,0.796,0.0,0.0785,0.227,129.753
64,185406,0.499,0.81,5,-5.579,1,0.0347,0.000637,0.0748,0.0625,0.288,131.052
64,183792,0.286,0.292,3,-11.294,1,0.0362,0.514,0.0,0.0713,0.0635,131.58
64,213340,0.69,0.857,10,-5.613,1,0.0405,0.0557,0.11,0.0341,0.409,136.99
64,338413,0.676,0.534,2,-6.901,0,0.0831,0.0594,8.59e-06,0.256,0.156,145.082
64,213371,0.675,0.97,8,-2.164,1,0.0613,0.00777,0.0,0.331,0.568,106.973
64,184040,0.681,0.845,11,-5.147,0,0.0525,0.0304,0.0,0.197,0.761,132.023
64,208486,0.697,0.521,5,-6.519,1,0.031,0.243,0.0,0.189,0.331,91.998
64,267360,0.478,0.241,2,-17.122,1,0.0386,0.716,0.216,0.354,0.11,75.285
64,188947,0.417,0.349,2,-11.984,1,0.0285,0.346,0.0,0.0963,0.198,145.505
64,210875,0.636,0.924,8,-4.112,0,0.0293,0.00289,0.000271,0.756,0.85,125.002
64,219740,0.593,0.639,5,-7.558,0,0.114,0.0572,0.0,0.0622,0.347,97.088
64,195919,0.634,0.409,4,-5.517,0,0.0501,0.557,0.0,0.102,0.249,116.112
64,212000,0.705,0.898,5,-6.371,0,0.0702,0.207,0.00118,0.702,0.657,136.282
64,193836,0.841,0.166,1,-13.163,1,0.179,0.896,0.0,0.227,0.437,79.985
64,234736,0.719,0.387,10,-9.38,0,0.0643,0.891,0.0,0.114,0.17,135.064
64,164010,0.662,0.614,11,-5.864,0,0.0645,0.28,0.0,0.187,0.198,119.842
64,191379,0.483,0.787,8,-5.244,1,0.102,0.112,0.0,0.257,0.58,122.058
64,187097,0.746,0.829,7,-5.124,0,0.323,0.105,0.0,0.145,0.681,93.006
64,212920,0.665,0.848,10,-4.926,1,0.0386,0.0148,0.000118,0.1,0.196,119.897
64,193733,0.466,0.842,6,-2.937,1,0.0513,0.0332,9.12e-06,0.349,0.418,75.0
64,212858,0.769,0.893,4,-5.886,0,0.376,0.0101,0.0,0.307,0.468,101.923
64,163240,0.526,0.9,2,-6.815,1,0.0545,0.00539,4.12e-05,0.14,0.883,151.279
64,201267,0.523,0.501,1,-9.276,1,0.0366,0.459,0.0,0.0818,0.391,158.179
64,142640,0.753,0.539,11,-9.117,1,0.537,0.0582,0.0,0.353,0.519,99.455
64,184348,0.484,0.836,10,-5.94,0,0.0562,0.0207,0.00785,0.115,0.069,103.42
64,210237,0.79,0.793,6,-6.544,1,0.121,0.393,0.0,0.138,0.496,141.046
64,155467,0.687,0.645,0,-4.745,1,0.127,0.0688,0.0,0.114,0.732,93.76
64,214206,0.67,0.829,5,-7.2,0,0.0427,0.0192,0.000225,0.089,0.349,125.01
64,191040,0.661,0.73,6,-6.779,0,0.0574,0.0537,3.44e-05,0.14,0.53,95.027
64,280615,0.592,0.701,10,-4.014,0,0.0858,0.0451,0.0,0.327,0.282,129.501
64,162187,0.563,0.954,7,-1.835,0,0.0283,0.119,0.168,0.27,0.788,128.014
64,72627,0.16,0.145,11,-20.495,0,0.0359,0.941,0.0919,0.103,0.0946,173.443
64,175254,0.592,0.977,6,-3.389,1,0.312,0.206,0.000103,0.0703,0.496,126.178
64,199950,0.525,0.964,5,-3.451,0,0.0571,0.000328,5.5e-06,0.0527,0.385,90.013
64,215012,0.532,0.462,10,-10.71,1,0.03,0.279,0.196,0.101,0.485,80.001
64,221560,0.483,0.907,8,-7.015,1,0.0413,0.00183,0.0509,0.152,0.296,96.014
64,236520,0.547,0.649,2,-5.039,1,0.0298,0.00793,0.0,0.201,0.361,114.019
64,220627,0.646,0.431,6,-8.517,1,0.0262,0.637,6.99e-06,0.113,0.292,90.034
64,343485,0.554,0.337,1,-10.189,1,0.0351,0.581,0.0,0.0871,0.216,89.961
64,322147,0.712,0.5,9,-11.948,0,0.0338,0.825,0.314,0.106,0.682,90.039
64,179413,0.675,0.874,3,-4.268,1,0.0494,0.085,0.0,0.0573,0.673,139.021
64,236427,0.321,0.416,11,-8.935,0,0.0343,0.266,3.02e-05,0.106,0.151,114.594
64,278827,0.871,0.743,2,-5.442,1,0.277,0.00212,0.0,0.141,0.576,130.977
64,256080,0.628,0.566,6,-7.811,1,0.0575,0.269,3.67e-05,0.135,0.299,119.859
64,179293,0.629,0.808,9,-4.125,1,0.0269,0.00898,9.06e-06,0.0751,0.773,110.001
64,279027,0.535,0.796,0,-3.446,0,0.0445,0.00473,0.0,0.145,0.282,128.954
64,128471,0.751,0.573,0,-8.539,0,0.226,0.0277,0.0,0.129,0.538,141.999
64,235127,0.713,0.801,7,-5.781,1,0.0483,0.00628,1.5e-06,0.825,0.727,153.984
64,241613,0.631,0.875,9,-3.589,1,0.0447,0.382,0.0,0.0867,0.705,137.961
64,262600,0.328,0.674,7,-7.488,1,0.105,0.00767,0.0398,0.29,0.129,177.007
64,221280,0.607,0.673,5,-6.484,0,0.0611,0.181,0.0,0.069,0.215,88.952
64,313562,0.582,0.821,9,-4.304,1,0.0497,0.0354,0.121,0.083,0.0373,86.013
64,204815,0.733,0.282,4,-9.793,0,0.0391,0.823,0.0,0.101,0.338,108.039
64,246787,0.546,0.583,6,-7.317,0,0.0348,0.002,0.173,0.115,0.235,128.017
64,190323,0.702,0.676,0,-6.679,1,0.0526,0.0335,0.0,0.102,0.65,103.057
64,204067,0.576,0.443,4,-7.477,0,0.0754,0.00923,1.88e-06,0.124,0.452,180.08
64,167307,0.338,0.819,3,-5.666,1,0.0736,0.0234,0.0,0.129,0.698,118.905
64,256587,0.608,0.746,5,-5.249,0,0.184,0.115,0.0087,0.427,0.277,117.072
64,230655,0.35,0.613,2,-5.453,1,0.0592,0.0743,0.0,0.069,0.224,120.038
64,235800,0.552,0.841,7,-6.938,1,0.0372,0.00103,1.23e-05,0.337,0.342,91.993
64,254613,0.295,0.98,2,-4.075,0,0.0854,3.21e-05,0.0,0.359,0.283,134.335
64,217323,0.521,0.926,0,-3.719,1,0.137,0.139,0.0,0.124,0.31,121.883
64,233013,0.681,0.847,7,-2.462,1,0.0869,0.0306,0.0,0.0808,0.507,167.031
64,115000,0.86,0.332,1,-10.263,1,0.22,0.807,0.0,0.106,0.26,140.949
64,231813,0.776,0.715,5,-6.587,0,0.0505,0.0971,0.0131,0.247,0.502,99.951
64,239508,0.51,0.16,4,-21.03,1,0.0395,0.986,0.017,0.113,0.383,170.063
64,226800,0.743,0.841,0,-5.189,1,0.0391,0.0156,0.0,0.133,0.814,100.003
64,156493,0.706,0.82,7,-4.469,1,0.0562,0.00613,0.00186,0.0488,0.595,118.951
64,203870,0.606,0.349,4,-13.967,1,0.0319,0.764,0.306,0.112,0.156,80.071
64,500960,0.467,0.41,2,-12.028,1,0.185,0.328,4.28e-05,0.113,0.136,95.931
64,201093,0.763,0.296,1,-10.611,0,0.0457,0.65,0.0,0.135,0.206,90.959
64,228480,0.631,0.402,5,-11.125,1,0.0286,0.616,0.0114,0.0892,0.598,78.0
64,222316,0.845,0.241,2,-10.948,0,0.0395,0.513,0.0,0.0722,0.799,94.869
64,218680,0.615,0.889,11,-3.698,1,0.0427,0.00354,0.0,0.159,0.532,134.958
64,130000,0.739,0.589,10,-6.972,0,0.396,0.0469,0.0,0.152,0.367,142.035
64,187251,0.724,0.846,9,-3.785,0,0.0538,0.109,0.0,0.0958,0.64,129.959
64,222787,0.83,0.631,11,-5.238,0,0.0313,0.0022,0.0359,0.0539,0.877,128.013
64,150187,0.818,0.575,0,-7.588,0,0.163,0.29,0.0,0.105,0.285,96.192
64,202600,0.32,0.5,3,-7.979,1,0.0994,0.134,0.0,0.108,0.142,91.361
64,367413,0.869,0.794,0,-6.191,1,0.0984,0.0303,3.81e-06,0.07,0.656,128.022
64,122253,0.844,0.98,1,-1.259,1,0.0535,0.303,0.000751,0.55,0.316,110.005
64,176640,0.626,0.526,7,-4.112,0,0.0452,0.0485,0.00627,0.107,0.17,127.977
64,211413,0.697,0.84,9,-4.602,0,0.054,0.106,0.0,0.748,0.452,128.034
64,195678,0.792,0.775,2,-4.575,0,0.0532,0.271,1.55e-05,0.406,0.521,111.957
64,284373,0.674,0.327,4,-16.986,0,0.0574,0.613,0.199,0.0756,0.494,108.995
64,190013,0.538,0.131,7,-14.104,1,0.0316,0.983,0.00522,0.156,0.32,136.149
64,223827,0.553,0.619,3,-7.101,1,0.0308,0.479,0.0,0.123,0.376,183.908
64,200600,0.716,0.519,7,-7.472,1,0.0554,0.554,0.0,0.0993,0.466,87.963
64,295920,0.776,0.603,5,-5.696,1,0.0343,0.0728,6.25e-05,0.111,0.921,96.888
64,241587,0.701,0.931,8,-0.945,0,0.243,0.239,0.0,0.194,0.362,79.996
64,163247,0.733,0.673,9,-6.572,0,0.0333,0.0132,0.0049,0.16,0.636,125.061
64,420720,0.723,0.754,10,-9.376,1,0.0576,0.0491,0.00112,0.393,0.592,97.201
64,236440,0.581,0.717,4,-4.433,1,0.0318,0.0298,0.000186,0.243,0.316,107.884
64,226986,0.51,0.356,10,-13.442,1,0.0335,0.764,0.0187,0.116,0.196,74.877
64,201198,0.702,0.623,0,-8.36,1,0.0417,0.322,0.0,0.0858,0.503,104.974
64,242672,0.385,0.62,1,-8.316,0,0.147,0.0815,0.0,0.352,0.415,75.564
64,212468,0.541,0.653,5,-5.954,1,0.04,0.00531,0.0,0.126,0.264,123.854
64,214369,0.306,0.31,11,-10.371,1,0.0336,0.603,2.72e-05,0.112,0.126,207.508
64,126043,0.773,0.605,0,-4.223,0,0.0579,0.174,0.0,0.329,0.425,128.16
64,214707,0.667,0.776,8,-4.535,0,0.0281,0.00238,4.52e-05,0.134,0.519,128.005
64,287360,0.509,0.787,7,-6.754,1,0.265,0.359,2.76e-05,0.26,0.507,114.449
64,227213,0.537,0.893,0,-5.459,1,0.0893,0.00252,0.0211,0.0636,0.499,183.78
64,255608,0.841,0.644,9,-3.284,0,0.083,0.594,0.00402,0.142,0.881,108.003
64,272666,0.408,0.953,7,-3.883,1,0.226,0.00532,0.0,0.338,0.291,177.94
64,178143,0.533,0.5,7,-8.273,1,0.0481,0.772,0.0,0.112,0.14,99.77
64,187400,0.549,0.866,6,-5.306,1,0.0476,0.0733,0.0,0.25,0.767,87.964
64,201387,0.697,0.835,6,-5.843,1,0.0912,0.00578,0.0,0.314,0.832,128.018
64,205440,0.416,0.849,1,-4.909,0,0.0455,0.00864,0.000138,0.204,0.147,125.098
64,183196,0.56,0.535,1,-5.858,1,0.0301,0.0859,0.0,0.103,0.336,99.924
64,237501,0.754,0.739,4,-5.186,0,0.0383,0.0214,6.56e-06,0.114,0.573,112.996
64,186253,0.589,0.704,4,-4.772,1,0.0303,0.151,0.0,0.067,0.437,84.956
64,174600,0.588,0.749,11,-4.323,0,0.058,0.0037,0.0,0.0813,0.397,130.093
64,257747,0.547,0.63,10,-8.772,0,0.493,0.0123,0.00233,0.14,0.555,192.733
64,199747,0.621,0.585,10,-5.632,0,0.0457,0.12,1.91e-06,0.05,0.668,132.004
64,136033,0.535,0.209,6,-16.402,1,0.0257,0.668,0.14,0.129,0.515,137.889
64,272967,0.577,0.17,9,-12.979,1,0.0462,0.865,0.0,0.133,0.36,174.192
64,231748,0.716,0.763,0,-3.001,0,0.0945,0.147,0.0,0.271,0.575,90.101
64,153310,0.73,0.934,4,-3.995,1,0.078,0.168,2.56e-05,0.142,0.758,122.018
64,229880,0.603,0.341,4,-8.892,1,0.0264,0.921,0.00314,0.102,0.365,113.452
64,385053,0.35,0.25,4,-10.648,0,0.0314,0.698,1.46e-05,0.11,0.11,129.82
64,271000,0.815,0.377,4,-7.754,1,0.0346,0.232,0.0,0.1,0.211,103.97
64,179240,0.599,0.945,5,-4.604,1,0.0695,0.0601,0.0,0.309,0.676,84.996
64,228200,0.659,0.802,2,-4.79,1,0.148,0.208,0.0,0.123,0.863,177.936
64,212280,0.561,0.245,1,-6.372,1,0.0344,0.904,0.0,0.0933,0.402,109.558
64,195889,0.692,0.896,1,-4.017,1,0.0502,0.0121,6.59e-05,0.199,0.798,134.056
64,221600,0.672,0.437,5,-9.656,1,0.0368,0.85,0.261,0.107,0.636,101.588
64,222957,0.532,0.613,0,-7.64,1,0.0576,0.326,0.0,0.292,0.493,106.081
64,227507,0.425,0.257,4,-8.467,1,0.0321,0.968,0.0181,0.115,0.341,144.479
64,312360,0.685,0.545,7,-6.189,1,0.061,0.173,1.44e-05,0.237,0.506,94.061
64,216080,0.678,0.714,0,-4.924,1,0.0408,0.00795,0.0,0.0827,0.307,109.021
64,169426,0.817,0.826,6,-4.541,1,0.0486,0.0614,0.103,0.115,0.386,122.084
64,118519,0.778,0.454,5,-9.615,0,0.0935,0.152,0.0,0.0788,0.683,161.975
64,269173,0.734,0.776,2,-4.193,1,0.0826,0.0406,0.193,0.0547,0.843,78.542
64,136048,0.502,0.17,0,-14.62,1,0.0322,0.954,0.0,0.115,0.381,100.051
64,286957,0.425,0.406,4,-8.911,0,0.176,0.73,3.59e-06,0.107,0.124,184.061
64,222247,0.609,0.218,7,-14.225,1,0.034,0.849,3.65e-05,0.107,0.386,112.203
64,185979,0.528,0.523,7,-4.82,1,0.0523,0.833,1.53e-06,0.103,0.692,93.06
64,241898,0.849,0.823,4,-4.575,1,0.0442,0.0567,0.0,0.0855,0.846,135.928
64,321987,0.77,0.664,0,-5.604,1,0.211,0.215,0.000118,0.105,0.472,140.163
64,169747,0.471,0.585,1,-6.105,1,0.0822,0.786,0.0,0.811,0.655,150.719
64,243200,0.644,0.4,3,-5.713,1,0.0304,0.214,0.0,0.0866,0.227,115.025
64,192670,0.688,0.841,2,-5.217,1,0.179,0.204,0.000295,0.229,0.743,133.912
64,219360,0.58,0.877,1,-4.193,0,0.0395,0.00122,0.0,0.322,0.614,129.968
64,212600,0.793,0.634,7,-4.807,1,0.0324,0.038,1.76e-06,0.304,0.615,117.023
64,268320,0.688,0.853,10,-5.814,1,0.0493,0.386,0.0,0.0862,0.743,103.993
64,212693,0.826,0.614,11,-4.22,1,0.0561,0.0191,0.0172,0.0865,0.591,126.046
64,179151,0.578,0.786,9,-4.665,1,0.13,0.232,0.000106,0.122,0.347,105.945
64,176813,0.579,0.593,10,-7.971,1,0.0436,0.0279,0.0,0.172,0.361,89.92
64,228467,0.599,0.533,9,-14.032,0,0.0472,0.475,0.00153,0.235,0.607,122.262
64,316813,0.254,0.724,5,-6.513,1,0.0675,0.00876,0.0012,0.186,0.123,127.888
64,238787,0.641,0.967,5,-4.289,0,0.0601,0.0483,0.000276,0.442,0.725,113.017
64,258453,0.516,0.905,11,-5.613,1,0.0399,0.000479,0.0,0.198,0.612,129.999
64,232933,0.504,0.711,9,-5.864,1,0.0452,0.0585,1.83e-05,0.382,0.5,134.824
64,170880,0.665,0.787,6,-6.026,0,0.099,0.011,0.000428,0.539,0.252,124.989
64,235689,0.593,0.85,11,-6.341,1,0.0411,0.000315,1.52e-06,0.067,0.467,125.027
64,298267,0.531,0.664,2,-4.428,1,0.0304,0.000261,0.0,0.205,0.215,135.3
64,217347,0.596,0.738,8,-3.109,1,0.0411,0.109,0.0,0.0947,0.461,127.961
64,217973,0.547,0.606,11,-8.39,0,0.0774,0.393,0.0,0.203,0.737,202.411
64,220173,0.441,0.644,11,-5.774,1,0.0363,0.56,0.0,0.109,0.349,141.733
64,377467,0.616,0.78,2,-6.062,1,0.0623,0.0322,0.0,0.173,0.471,110.005
64,257387,0.663,0.705,1,-4.972,0,0.0385,0.0654,0.0,0.117,0.477,122.014
64,242813,0.478,0.546,5,-8.59,1,0.354,0.26,0.0,0.0951,0.373,79.237
64,180053,0.636,0.428,0,-6.512,1,0.0375,0.434,1.02e-05,0.0907,0.32,139.919
64,270547,0.48,0.309,2,-10.238,0,0.225,0.874,1.28e-06,0.101,0.131,99.136
64,138547,0.426,0.243,2,-14.948,1,0.0323,0.636,0.0349,0.103,0.243,79.633
64,257484,0.387,0.413,7,-8.95,1,0.0559,0.162,1.56e-05,0.262,0.249,173.73
64,198246,0.793,0.896,7,-3.072,1,0.0417,0.0136,1.08e-05,0.105,0.842,125.063
64,232227,0.606,0.949,7,-2.749,0,0.0414,0.015,2.76e-05,0.109,0.436,120.031
64,199113,0.621,0.827,11,-7.309,1,0.0454,0.0409,0.0,0.0815,0.65,99.979
64,158320,0.554,0.335,5,-5.513,1,0.0281,0.618,0.0,0.0927,0.298,133.709
64,180167,0.608,0.474,5,-6.591,1,0.0272,0.0234,0.0,0.143,0.243,86.06
64,254507,0.389,0.373,6,-5.72,1,0.047,0.928,0.0,0.146,0.283,90.289
64,238747,0.715,0.715,5,-7.364,1,0.0904,0.0526,0.0,0.0936,0.506,134.923
64,320467,0.509,0.79,0,-7.105,0,0.0293,0.218,0.125,0.144,0.625,147.073
64,191280,0.557,0.279,6,-7.757,1,0.0372,0.868,1.25e-05,0.0978,0.263,102.727
64,293640,0.241,0.534,3,-7.207,1,0.0321,0.0561,2.13e-06,0.103,0.277,159.974
64,231653,0.631,0.732,1,-4.706,1,0.203,0.0304,0.0,0.261,0.549,151.779
64,141000,0.666,0.55,10,-8.672,1,0.0612,0.573,1.84e-06,0.122,0.961,95.552
64,231291,0.59,0.764,2,-4.735,1,0.0467,0.229,0.0,0.192,0.331,104.911
64,333947,0.694,0.314,0,-7.82,1,0.116,0.611,2.07e-06,0.117,0.341,119.905
64,224107,0.588,0.722,6,-4.667,1,0.0289,0.0663,0.0,0.0721,0.243,145.931
64,225360,0.617,0.468,2,-6.908,1,0.0291,0.65,0.0,0.141,0.333,119.921
64,232067,0.522,0.751,1,-5.46,1,0.0435,0.000491,2.22e-06,0.158,0.605,139.51
64,183120,0.302,0.669,1,-9.404,1,0.238,0.275,3.58e-05,0.369,0.127,164.8
64,211460,0.571,0.815,6,-3.267,1,0.0321,0.0608,0.0,0.163,0.664,120.008
64,227066,0.722,0.256,1,-8.468,0,0.0278,0.727,0.0,0.109,0.193,105.844
64,212393,0.55,0.531,8,-7.431,1,0.0309,0.256,0.0,0.0509,0.364,98.014
64,216267,0.611,0.886,0,-4.673,1,0.0343,0.0551,1.1e-06,0.247,0.27,112.988
64,169633,0.685,0.744,10,-6.73,1,0.0431,0.146,0.0,0.352,0.578,128.036
64,188040,0.671,0.699,6,-4.224,0,0.0647,0.00453,0.000277,0.173,0.379,72.946
64,218533,0.571,0.791,3,-5.04,0,0.0396,0.151,0.0,0.131,0.423,119.956
64,187013,0.662,0.837,8,-5.015,1,0.0582,0.0623,0.0,0.0931,0.613,136.998
64,174547,0.687,0.689,10,-4.096,1,0.259,0.173,0.000481,0.523,0.821,71.555
64,191427,0.549,0.755,6,-3.991,0,0.0403,0.000741,6.06e-06,0.0786,0.818,139.034
64,186440,0.683,0.675,2,-5.461,1,0.0292,0.0223,0.0187,0.101,0.6,111.008
64,210627,0.747,0.716,11,-2.457,0,0.0751,0.135,0.0,0.251,0.751,125.006
64,268493,0.813,0.782,9,-6.005,1,0.218,0.0227,0.00165,0.0956,0.681,150.003
64,133468,0.652,0.585,1,-5.856,1,0.0523,0.0053,0.000417,0.138,0.176,176.025
64,255511,0.427,0.229,4,-11.564,1,0.0364,0.935,7.37e-06,0.0958,0.222,125.195
64,172618,0.748,0.71,0,-4.469,0,0.0366,0.177,0.0,0.171,0.603,89.003
64,176187,0.795,0.409,9,-10.134,0,0.0859,0.183,0.00108,0.112,0.518,120.095
64,300973,0.752,0.489,1,-5.233,1,0.137,0.11,3.57e-06,0.202,0.373,108.005
64,176389,0.759,0.845,6,-6.794,0,0.0421,0.0699,8.65e-05,0.215,0.694,124.0
64,184248,0.678,0.819,8,-3.306,1,0.0313,0.191,0.0,0.159,0.499,90.004
64,323960,0.284,0.803,2,-5.293,0,0.173,0.302,0.0,0.242,0.553,67.536
